Date,Author,Target,Description,Attack,Target Category,Country,Taxonomy,Attack Class
7/11/2015,Teap0t,Service Systems Associates,"The Boston University notifies the partecipants in a medical research study that an unknown attacker, possibly from Russia, has accessed and downloaded a file that contained the names and Social Security numbers of 828 individuals who had participated in that research study.",Defacement,Government,US,25.04 Web Application Firewall (WAF),Business Disruption
7/12/2015,Unknown Syrian Hackers,Charlotte Mckinney,"A Yemeni hacker going with the handle of “Lov3rDns” defaces the official social network domain of U.S president Barack Obama, used during his election campaign (my.barackobama.com).",Unknown,Education,IL,22.05 Penetration Testing,Customized To Target
7/12/2015,Anonymous,Telegram (Messaging Platform),"A hacker dubbed Teap0t hacks ateworld.com and dumps 8,623 usernames and clear text passwords.",Defacement,Org: Politics,CA,6.04 Secure Email Gateway (SEG),Media Public Perception
7/12/2015,cybervor aka @cyberv0r,Daybreak Game Company LLC,"Computer hackers likely working for the Syrian regime and Hezbollah have managed to penetrate the computers of Israeli and American activists working with the Syrian opposition, exposing sensitive contacts between the sides.",SQLi,Online Services,US,17.07 Next-Generation Firewalls,Customized To Target
7/12/2015,Unknown,Walmart Canada (via PNI Digital Media),Unknown hackers affiliated with the collective Anonymous release a string of emails that appear to show a conservation officer defending his decision to refuse to kill two black bear cubs on Vancouver Island.,Targeted Attack,Government,IN,25.03 Secure Web Gateway (SWG),Customized To Target
7/12/2015,Anonymous,http://comptroller.nyc.gov/,cybervor aka @cyberv0r claims to have hacked the Miami University and dumps >200 usernames and hashed passwords.,Unknown,Government,US,20.02 Security Awareness and Training,Business Disruption
7/13/2015,Unknown,Boston University,Indian space agency ISRO’s commercial arm Antrix’s website is defaced. Suspects are directed to Chinese hackers.,SQLi,Education,Multi,6.01 Anti-Phishing,Phishing
7/13/2015,Unknown,my.barackobama.com,"An Indiana radio station, WXXR 97.3, is apparently hacked, broadcasting a message from the Anonymous collective.",Defacement,Aerospace,UK,5.05 Data Leakage Protection (DLP),Media Public Perception
7/13/2015,AnonGhost,gooffcampus.com,"Proofpoint threat researchers detect a clever email-based attack that combines phishing and social engineering techniques in order  to trick users into opening a malicious document. In this attack, the actor browses open positions listed on CareerBuilder.com",Unknown,Broadcast,MY,11.01 Account Take-Over (ATO),Media Public Perception
7/13/2015,austinsimon864,Israel,Team Sky are consulting their lawyers following what they believe to be the potential hacking of Chris Froome's training data files in order to suggest he may be using performance enhancing drugs during Tour De France.,Targeted Attack,Multi,NO,8.04 Database Security,Criminals
7/13/2015,Teap0t,Vancouver Island,The AnonGhost collective takes over the Facebook and Twitter Accounts of the Malaysian Police and floods the feed with pro-ISIS messages.,Unknown,Single Individual,US,25.04 Web Application Firewall (WAF),Business Disruption
7/13/2015,Unknown,Miami University,"Cloud mininig service cloudminr.io is hacked. The attacker offers to sell the entire database (about 80,000 users) for 1 BTC (approx. 276 USD)",Account Hijacking,Law Enforcement,AU,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
7/13/2015,Unknown,Antrix Corporation,"A hacker dubbed Teap0t hacks ateworld.com and dumps 8,623 usernames and clear text passwords.",Unknown,Bitcoin Mining,CH,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
7/13/2015,Unknown,WXXR 97.3,"Envato, the network of marketplaces is under a two week lasting DDoS attack.",SQLi,News,US,5.13 Data Access Control,Business Disruption
7/14/2015,Unknown,CareerBuilder.com,"Voat, the news aggregator, is taken down by a DDoS attack.",DDoS,Internet,US,5.06 Database Security,Business Disruption
7/16/2015,Unknown,Chris Foome,New Jersey-based Insurance Services Office (ISO) notifies an undisclosed number of consumers of an unauthorized access to the database.,DDoS,Social Network,UA,25.03 Secure Web Gateway (SWG),Mass Malware
7/16/2015,Unknown,Malaysian Police Facebook and Twitter Pages,"Epic, the well known developer of videogames, notifies the users of its forum (forum.epicgames.com) of an authorized access to their personal data (username, password, email and date of birth)",Unknown,Health Insurance,YU,11.03 eCommerce Fraud Protection,Data Theft
7/17/2015,Unknown,cloudminr.io,Cyphort Labs discovered a malware infection at the Ukrainian website of UniCredit bank: unicredit.ua.,Unknown,Video Games,US,10.02 Compliance and Regulatory Support,Customized To Target
7/17/2015,Unknown,ateworld.com,"An anonymous hacker hacks shop.ufgo.org and dumps 1,194 usernames and clear text passwords.",Iframe Injection,Finance,US,24.05 Third-Party Security,Data Theft
7/17/2015,Rex Mundi,Envato,University of California (UCLA) Health is hit by a cyberattack that potentially exposes the data of about 4.5 million people in the region.,Unknown,E-Commerce,BE,5.06 Database Security,Data Theft
7/17/2015,Blacksmith Hacker’s Team,Voat,"Pharmacy chain CVS takes down its online photo center CVSphoto.com, replacing it with a message warning that customer credit card data may have been compromised. The incident comes just days after Walmart Canada, and is the consequence of the compromise of the third party hosting the website (PNI). Other affected companies include: Sams Club, Walgreens, Rite Aid and Tesco, to name a few.",Targeted Attack,Education,PK,17.07 Next-Generation Firewalls,Activist Hacktivist
7/18/2015,Anonymous,Insurance Services Office,"Hacker collective Rex Mundi claims to have stolen 24,000 financial records from Belgian loan company AFC Kredieten, and threatens to publish every loan applicant record in its possession if the company does not pay up a ransom. As proof that they have successfully hacked the company, Rex Mundi publishes some personal accounts and leaves a banner notification on the AFC Kredieten website.",Unknown,Online Services,CA,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
7/18/2015,ElSurveillance,forum.epicgames.com,"Pakistani President Mamnoon Hussain’s website (presidentofpakistan.gov.pk) is defaced by a group of Bangladeshi hackers called Blacksmith Hacker’s Team. Inside the same operation, 72 other Pakistani government websites are defaced as well.",Unknown,Finance,US,5.05 Data Leakage Protection (DLP),Data Theft
7/19/2015,The Impact Team,http://unicredit.ua,Members of the Anonymous collective claim to have crashed the Royal Canadian Mounted Police (RCMP) website as a part of a battle to retaliate the murder of a member in a shooting involving the Canadian Police.,Defacement,Government,CA,25.03 Secure Web Gateway (SWG),Activist Hacktivist
7/19/2015,ElSurveillance,GO Shop,"@ElSurveillance starts his personal battle against websites promotes escorts, defacing MeetMeInYourCity.com and leaking 2500 usernames and clear text passwords.",DDoS,Law Enforcement,UK,5.05 Data Leakage Protection (DLP),Data Theft
7/20/2015,ElSurveillance,http://shop.ufgo.org/,"Ashley Madison, an online dating website that specifically targets people looking to have an affair, is hacked by a group that calls itself Impact Team. The authors of the attack threaten to release the entire database of 37 million users.",SQLi,Escort,Multi,25.03 Secure Web Gateway (SWG),Business Disruption
7/21/2015,FireHack,University of California Los Angeles,@ElSurveillance continues his battle against websites promotes escorts. This time the target is captain69.co.uk and the leaked records are about 2600.,Unknown,Online Dating,Multi,17.03 Distributed Denial of Service (DDOS) Security,Data Theft
7/22/2015,Anonymous,"PNI Digital Media, affecting:",Other Escort service end up under the unwelcome attention of @ElSurveillance and are defaced.,SQLi,Escort,CA,17.07 Next-Generation Firewalls,Media Public Perception
7/23/2015,Anonymous,CVSphoto.com,A hacker dubbed FireHack dumps furydown.com (a DDoS tool) and dumps 3000 usernames and hashed passwords.,Defacement,Escort,US,5.05 Data Leakage Protection (DLP),Business Disruption
7/23/2015,Unknown,Sams Club,Hackers from the Anonymous collective break into the network of the tribunal that adjudicates disputes between public servants and the federal government and dump 3856 records.,SQLi,DDoS Tool,UK,22.02 Breach and Attack Simulation (BAS),Data Theft
7/24/2015,DetoxRansome,Walgreens,"Members of the online activist collective Anonymous take credit for hacking the United States Census Bureau (census.gov) and leaking the details of its 4,200 employees including names, hashed passwords, email, addresses, phone numbers and positions within the US Government. The reason for the cyber-attack is the recent Trans-Pacific Partnership (TPP) and Transatlantic Trade and Investment Partnership (TTIP).",SQLi,Government,RO,3.05 Ransomware Prevention,Data Theft
7/24/2015,Unknown,Rite Aid,UK bitcoin exchange CoinCut is investigating a possible data breach which exposed sensitive customer information including passport and card data to the public.,SQLi,Government,US,13.05 Identity Services,Data Theft
7/24/2015,Unknown,Tesco,"A hacker called DetoxRansome hacks BitDefender and blackmails the company, demanding a ransom of $15,000 and threatening to release the stolen usernames and passwords (allegedly kept in clear) in case the ransom is not paid.",Unknown,Bitcoin Exchange,US,11.03 eCommerce Fraud Protection,Business Disruption
7/25/2015,Anonymous,AFC Kredieten,"New York-based Healthfirst notifies about 5,300 current and former members that their personal information may have been compromised in a criminal fraud scheme.",Unknown,Software,CA,5.13 Data Access Control,Media Public Perception
7/25/2015,NightmareSquad,http://www.presidentofpakistan.gov.pk,"An unknown attacker hacks scaledomdeltoys.com and dumps 2,623 usernames and clear text passwords.",(Unspecified Vulnerability),Healthcare,AU,5.06 Database Security,Activist Hacktivist
7/25/2015,The Exploit3rs,(Pakistani President Mamnoon Hussain’s website),"Hackers from the Anonymous collective say they breached supposedly secure Canadian government computers and accessed high-level, classified national security documents as retaliation for last week’s fatal shooting by the RCMP of a protester in British Columbia. To support their claim, they publish a document that appears to be legitimate Treasury Board of Canada notes on federal cabinet funding to fix flaws in the foreign stations of the Canadian Security Intelligence Service (CSIS).",Unknown,E-Commerce,MA,17.02 Domain Name System (DNS) Security,Business Disruption
7/26/2015,VikingDom2016,http://www.rcmp-grc.gc.ca,A Group of Hacktivists calling themselves @NightmareSquad hacks the University of Queensland and dumps 9 individuals’ e-mail addresses and clear-text passwords.,SQLi,Government,US,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
7/26/2015,Unknown,(Canadian Mounted Police),"A group of hackers going with the handle of The Exploit3rs deface the official Moroccan domains of Google, Microsoft and Kaspersky Labs. The attack was possible since the attackers hacked into the Internet country code top-level domain (ccTLD) for Morocco.",Unknown,Education,US,17.07 Next-Generation Firewalls,Data Theft
